#Motor-004
#85
#350
#3500
#
Tiempo;Voltaje;Corriente;Temperatura;RPM
1509853341.8907094;100.0;356.0;-4.0;16.0
1509853342.082793;100.0;356.0;-4.0;18.0
1509853342.2818487;100.0;356.0;-4.0;20.0
1509853342.4753215;100.0;356.0;-4.0;22.0
1509853342.6846013;100.0;356.0;-4.0;24.0
1509853342.8767436;100.0;356.0;-4.0;26.0
1509853343.081676;100.0;356.0;-4.0;28.0
1509853343.2934396;100.0;356.0;-4.0;31.0
1509853343.501416;100.0;403.0;-4.0;-32.0
1509853343.6702917;100.0;403.0;-4.0;-30.0
1509853343.8837929;101.0;403.0;-3.0;-28.0
1509853344.0752702;101.0;403.0;-3.0;-26.0
1509853344.29703;101.0;403.0;-3.0;-24.0
1509853344.4632804;101.0;403.0;-3.0;-22.0
1509853344.6708486;101.0;403.0;-3.0;-20.0
1509853344.9022758;101.0;403.0;-3.0;-18.0
1509853345.092584;101.0;189.0;-3.0;-16.0
1509853345.286397;101.0;189.0;-3.0;-14.0
1509853345.4763901;101.0;189.0;-3.0;-12.0
1509853345.6832118;101.0;189.0;-3.0;-10.0
1509853345.910412;102.0;189.0;370.0;-8.0
1509853346.1010122;102.0;189.0;370.0;-6.0
1509853346.2881205;102.0;189.0;370.0;-4.0
1509853346.4764783;102.0;189.0;370.0;-2.0
1509853346.6846342;102.0;-87.0;370.0;0.0
1509853346.8920255;102.0;-87.0;370.0;2.0
1509853347.0744147;102.0;-87.0;370.0;4.0
1509853347.2950735;102.0;-87.0;370.0;6.0
1509853347.4734426;102.0;-87.0;370.0;8.0
1509853347.6871316;102.0;-87.0;370.0;10.0
1509853347.8864892;103.0;-87.0;371.0;12.0
1509853348.1132715;103.0;-87.0;371.0;14.0
1509853348.2885177;103.0;-174.0;371.0;16.0
1509853348.480879;103.0;-174.0;371.0;18.0
1509853348.727727;103.0;-174.0;371.0;20.0
1509853348.89395;103.0;-174.0;371.0;22.0
1509853349.0904663;103.0;-174.0;371.0;24.0
1509853349.2782576;103.0;-174.0;371.0;26.0
1509853349.5080853;103.0;-174.0;371.0;28.0
1509853349.7113369;103.0;-174.0;371.0;30.0
1509853349.9047327;104.0;9.0;498.0;-32.0
1509853350.0864604;104.0;9.0;498.0;-30.0
1509853350.2869499;104.0;9.0;498.0;-28.0
1509853350.4837947;104.0;9.0;498.0;-26.0
1509853350.7354627;104.0;9.0;498.0;-24.0
1509853350.8931262;104.0;9.0;498.0;-22.0
1509853351.0965114;104.0;9.0;498.0;-19.0
1509853351.299681;104.0;9.0;498.0;-17.0
1509853351.5216296;104.0;295.0;498.0;-15.0
1509853351.6992307;104.0;295.0;498.0;-13.0
1509853351.8945813;105.0;295.0;499.0;-11.0
1509853352.111922;105.0;295.0;499.0;-9.0
1509853352.2945688;105.0;295.0;499.0;-7.0
1509853352.4923146;105.0;295.0;499.0;-5.0
1509853352.690505;105.0;295.0;499.0;-3.0
1509853352.9175293;105.0;295.0;499.0;-1.0
1509853353.119455;105.0;419.0;499.0;1.0
1509853353.291265;105.0;419.0;499.0;3.0
1509853353.54295;105.0;419.0;499.0;5.0
1509853353.7167122;105.0;419.0;499.0;7.0
1509853353.902317;106.0;419.0;264.0;9.0
1509853354.1158679;106.0;419.0;264.0;11.0
1509853354.2941582;106.0;419.0;264.0;13.0
1509853354.505866;106.0;419.0;264.0;15.0
1509853354.7302837;106.0;268.0;264.0;17.0
1509853354.9272156;106.0;268.0;264.0;20.0
1509853355.1383436;106.0;268.0;264.0;22.0
1509853355.3181589;106.0;268.0;264.0;24.0
1509853355.5307643;106.0;268.0;264.0;26.0
1509853355.7211344;106.0;268.0;264.0;28.0
1509853355.9259605;107.0;268.0;265.0;30.0
1509853356.1175935;107.0;268.0;265.0;-32.0
1509853356.3252282;107.0;-19.0;265.0;-30.0
1509853356.5509143;107.0;-19.0;265.0;-28.0
1509853356.726678;107.0;-19.0;265.0;-26.0
1509853356.930577;107.0;-19.0;265.0;-24.0
1509853357.1053047;107.0;-19.0;265.0;-21.0
1509853357.3051536;107.0;-19.0;265.0;-19.0
1509853357.5161958;107.0;-19.0;265.0;-17.0
1509853357.7438426;107.0;-19.0;265.0;-15.0
1509853357.926595;108.0;-178.0;-115.0;-13.0
1509853358.1265516;108.0;-178.0;-115.0;-11.0
1509853358.3426697;108.0;-178.0;-115.0;-8.0
1509853358.5157192;108.0;-178.0;-115.0;-6.0
1509853358.7278514;108.0;-178.0;-115.0;-4.0
